5: inc a.*
6: dec c.*
\d: jnz c -2.*

{a=12, b=0, c=0, d=0}
10: inc a      {a=479005411, b=0, c=26, d=30}
11: dec d      {a=479005411, b=0, c=26, d=29}
9: jnz d -2   {a=479005411, b=0, c=26, d=29}
10: inc a      {a=479005412, b=0, c=26, d=29}
11: dec d      {a=479005412, b=0, c=26, d=28}
9: jnz d -2   {a=479005412, b=0, c=26, d=28}
10: inc a      {a=479005413, b=0, c=26, d=28}
11: dec d      {a=479005413, b=0, c=26, d=27}
9: jnz d -2   {a=479005413, b=0, c=26, d=27}
10: inc a      {a=479005414, b=0, c=26, d=27}
11: dec d      {a=479005414, b=0, c=26, d=26}
9: jnz d -2   {a=479005414, b=0, c=26, d=26}
10: inc a      {a=479005415, b=0, c=26, d=26}
11: dec d      {a=479005415, b=0, c=26, d=25}
9: jnz d -2   {a=479005415, b=0, c=26, d=25}
10: inc a      {a=479005416, b=0, c=26, d=25}
11: dec d      {a=479005416, b=0, c=26, d=24}
9: jnz d -2   {a=479005416, b=0, c=26, d=24}
10: inc a      {a=479005417, b=0, c=26, d=24}
11: dec d      {a=479005417, b=0, c=26, d=23}
9: jnz d -2   {a=479005417, b=0, c=26, d=23}
10: inc a      {a=479005418, b=0, c=26, d=23}
11: dec d      {a=479005418, b=0, c=26, d=22}
9: jnz d -2   {a=479005418, b=0, c=26, d=22}
10: inc a      {a=479005419, b=0, c=26, d=22}
11: dec d      {a=479005419, b=0, c=26, d=21}
9: jnz d -2   {a=479005419, b=0, c=26, d=21}
10: inc a      {a=479005420, b=0, c=26, d=21}
11: dec d      {a=479005420, b=0, c=26, d=20}
9: jnz d -2   {a=479005420, b=0, c=26, d=20}
10: inc a      {a=479005421, b=0, c=26, d=20}
11: dec d      {a=479005421, b=0, c=26, d=19}
9: jnz d -2   {a=479005421, b=0, c=26, d=19}
10: inc a      {a=479005422, b=0, c=26, d=19}
11: dec d      {a=479005422, b=0, c=26, d=18}
9: jnz d -2   {a=479005422, b=0, c=26, d=18}
10: inc a      {a=479005423, b=0, c=26, d=18}
11: dec d      {a=479005423, b=0, c=26, d=17}
9: jnz d -2   {a=479005423, b=0, c=26, d=17}
10: inc a      {a=479005424, b=0, c=26, d=17}
11: dec d      {a=479005424, b=0, c=26, d=16}
9: jnz d -2   {a=479005424, b=0, c=26, d=16}
10: inc a      {a=479005425, b=0, c=26, d=16}
11: dec d      {a=479005425, b=0, c=26, d=15}
9: jnz d -2   {a=479005425, b=0, c=26, d=15}
10: inc a      {a=479005426, b=0, c=26, d=15}
11: dec d      {a=479005426, b=0, c=26, d=14}
9: jnz d -2   {a=479005426, b=0, c=26, d=14}
10: inc a      {a=479005427, b=0, c=26, d=14}
11: dec d      {a=479005427, b=0, c=26, d=13}
9: jnz d -2   {a=479005427, b=0, c=26, d=13}
10: inc a      {a=479005428, b=0, c=26, d=13}
11: dec d      {a=479005428, b=0, c=26, d=12}
9: jnz d -2   {a=479005428, b=0, c=26, d=12}
10: inc a      {a=479005429, b=0, c=26, d=12}
11: dec d      {a=479005429, b=0, c=26, d=11}
9: jnz d -2   {a=479005429, b=0, c=26, d=11}
10: inc a      {a=479005430, b=0, c=26, d=11}
11: dec d      {a=479005430, b=0, c=26, d=10}
9: jnz d -2   {a=479005430, b=0, c=26, d=10}
10: inc a      {a=479005431, b=0, c=26, d=10}
11: dec d      {a=479005431, b=0, c=26, d=9}
9: jnz d -2   {a=479005431, b=0, c=26, d=9}
10: inc a      {a=479005432, b=0, c=26, d=9}
11: dec d      {a=479005432, b=0, c=26, d=8}
9: jnz d -2   {a=479005432, b=0, c=26, d=8}
10: inc a      {a=479005433, b=0, c=26, d=8}
11: dec d      {a=479005433, b=0, c=26, d=7}
9: jnz d -2   {a=479005433, b=0, c=26, d=7}
10: inc a      {a=479005434, b=0, c=26, d=7}
11: dec d      {a=479005434, b=0, c=26, d=6}
9: jnz d -2   {a=479005434, b=0, c=26, d=6}
10: inc a      {a=479005435, b=0, c=26, d=6}
11: dec d      {a=479005435, b=0, c=26, d=5}
9: jnz d -2   {a=479005435, b=0, c=26, d=5}
10: inc a      {a=479005436, b=0, c=26, d=5}
11: dec d      {a=479005436, b=0, c=26, d=4}
9: jnz d -2   {a=479005436, b=0, c=26, d=4}
10: inc a      {a=479005437, b=0, c=26, d=4}
11: dec d      {a=479005437, b=0, c=26, d=3}
9: jnz d -2   {a=479005437, b=0, c=26, d=3}
10: inc a      {a=479005438, b=0, c=26, d=3}
11: dec d      {a=479005438, b=0, c=26, d=2}
9: jnz d -2   {a=479005438, b=0, c=26, d=2}
10: inc a      {a=479005439, b=0, c=26, d=2}
11: dec d      {a=479005439, b=0, c=26, d=1}
9: jnz d -2   {a=479005439, b=0, c=26, d=1}
10: inc a      {a=479005440, b=0, c=26, d=1}
11: dec d      {a=479005440, b=0, c=26, d=0}
12: jnz d -2   {a=479005440, b=0, c=26, d=0}
13: dec c      {a=479005440, b=0, c=25, d=0}
8: jnz c -5   {a=479005440, b=0, c=25, d=0}
9: cpy 80 d   {a=479005440, b=0, c=25, d=80}
10: inc a      {a=479005441, b=0, c=25, d=80}
11: dec d      {a=479005441, b=0, c=25, d=79}
9: jnz d -2   {a=479005441, b=0, c=25, d=79}
10: inc a      {a=479005442, b=0, c=25, d=79}
11: dec d      {a=479005442, b=0, c=25, d=78}
9: jnz d -2   {a=479005442, b=0, c=25, d=78}
10: inc a      {a=479005443, b=0, c=25, d=78}
11: dec d      {a=479005443, b=0, c=25, d=77}
9: jnz d -2   {a=479005443, b=0, c=25, d=77}
10: inc a      {a=479005444, b=0, c=25, d=77}
11: dec d      {a=479005444, b=0, c=25, d=76}
9: jnz d -2   {a=479005444, b=0, c=25, d=76}
10: inc a      {a=479005445, b=0, c=25, d=76}
11: dec d      {a=479005445, b=0, c=25, d=75}
9: jnz d -2   {a=479005445, b=0, c=25, d=75}
10: inc a      {a=479005446, b=0, c=25, d=75}
11: dec d      {a=479005446, b=0, c=25, d=74}
9: jnz d -2   {a=479005446, b=0, c=25, d=74}
10: inc a      {a=479005447, b=0, c=25, d=74}
11: dec d      {a=479005447, b=0, c=25, d=73}
9: jnz d -2   {a=479005447, b=0, c=25, d=73}
10: inc a      {a=479005448, b=0, c=25, d=73}
11: dec d      {a=479005448, b=0, c=25, d=72}
9: jnz d -2   {a=479005448, b=0, c=25, d=72}
10: inc a      {a=479005449, b=0, c=25, d=72}
11: dec d      {a=479005449, b=0, c=25, d=71}
9: jnz d -2   {a=479005449, b=0, c=25, d=71}
10: inc a      {a=479005450, b=0, c=25, d=71}
11: dec d      {a=479005450, b=0, c=25, d=70}
9: jnz d -2   {a=479005450, b=0, c=25, d=70}
10: inc a      {a=479005451, b=0, c=25, d=70}
11: dec d      {a=479005451, b=0, c=25, d=69}
9: jnz d -2   {a=479005451, b=0, c=25, d=69}
10: inc a      {a=479005452, b=0, c=25, d=69}
11: dec d      {a=479005452, b=0, c=25, d=68}
9: jnz d -2   {a=479005452, b=0, c=25, d=68}
10: inc a      {a=479005453, b=0, c=25, d=68}
11: dec d      {a=479005453, b=0, c=25, d=67}
9: jnz d -2   {a=479005453, b=0, c=25, d=67}
10: inc a      {a=479005454, b=0, c=25, d=67}
11: dec d      {a=479005454, b=0, c=25, d=66}
9: jnz d -2   {a=479005454, b=0, c=25, d=66}
10: inc a      {a=479005455, b=0, c=25, d=66}
11: dec d      {a=479005455, b=0, c=25, d=65}
9: jnz d -2   {a=479005455, b=0, c=25, d=65}
10: inc a      {a=479005456, b=0, c=25, d=65}
11: dec d      {a=479005456, b=0, c=25, d=64}
9: jnz d -2   {a=479005456, b=0, c=25, d=64}
10: inc a      {a=479005457, b=0, c=25, d=64}
11: dec d      {a=479005457, b=0, c=25, d=63}
9: jnz d -2   {a=479005457, b=0, c=25, d=63}
10: inc a      {a=479005458, b=0, c=25, d=63}
11: dec d      {a=479005458, b=0, c=25, d=62}
9: jnz d -2   {a=479005458, b=0, c=25, d=62}
10: inc a      {a=479005459, b=0, c=25, d=62}
11: dec d      {a=479005459, b=0, c=25, d=61}
9: jnz d -2   {a=479005459, b=0, c=25, d=61}
10: inc a      {a=479005460, b=0, c=25, d=61}
11: dec d      {a=479005460, b=0, c=25, d=60}
9: jnz d -2   {a=479005460, b=0, c=25, d=60}
10: inc a      {a=479005461, b=0, c=25, d=60}
11: dec d      {a=479005461, b=0, c=25, d=59}
9: jnz d -2   {a=479005461, b=0, c=25, d=59}
10: inc a      {a=479005462, b=0, c=25, d=59}
11: dec d      {a=479005462, b=0, c=25, d=58}
9: jnz d -2   {a=479005462, b=0, c=25, d=58}
10: inc a      {a=479005463, b=0, c=25, d=58}
11: dec d      {a=479005463, b=0, c=25, d=57}
9: jnz d -2   {a=479005463, b=0, c=25, d=57}
10: inc a      {a=479005464, b=0, c=25, d=57}
11: dec d      {a=479005464, b=0, c=25, d=56}
9: jnz d -2   {a=479005464, b=0, c=25, d=56}
10: inc a      {a=479005465, b=0, c=25, d=56}
11: dec d      {a=479005465, b=0, c=25, d=55}
9: jnz d -2   {a=479005465, b=0, c=25, d=55}
10: inc a      {a=479005466, b=0, c=25, d=55}
11: dec d      {a=479005466, b=0, c=25, d=54}
9: jnz d -2   {a=479005466, b=0, c=25, d=54}
10: inc a      {a=479005467, b=0, c=25, d=54}
11: dec d      {a=479005467, b=0, c=25, d=53}
9: jnz d -2   {a=479005467, b=0, c=25, d=53}
10: inc a      {a=479005468, b=0, c=25, d=53}
11: dec d      {a=479005468, b=0, c=25, d=52}
9: jnz d -2   {a=479005468, b=0, c=25, d=52}
10: inc a      {a=479005469, b=0, c=25, d=52}
11: dec d      {a=479005469, b=0, c=25, d=51}
9: jnz d -2   {a=479005469, b=0, c=25, d=51}
10: inc a      {a=479005470, b=0, c=25, d=51}
11: dec d      {a=479005470, b=0, c=25, d=50}
9: jnz d -2   {a=479005470, b=0, c=25, d=50}
10: inc a      {a=479005471, b=0, c=25, d=50}
11: dec d      {a=479005471, b=0, c=25, d=49}
9: jnz d -2   {a=479005471, b=0, c=25, d=49}
10: inc a      {a=479005472, b=0, c=25, d=49}
11: dec d      {a=479005472, b=0, c=25, d=48}
9: jnz d -2   {a=479005472, b=0, c=25, d=48}
10: inc a      {a=479005473, b=0, c=25, d=48}
11: dec d      {a=479005473, b=0, c=25, d=47}
9: jnz d -2   {a=479005473, b=0, c=25, d=47}
10: inc a      {a=479005474, b=0, c=25, d=47}
11: dec d      {a=479005474, b=0, c=25, d=46}
9: jnz d -2   {a=479005474, b=0, c=25, d=46}
10: inc a      {a=479005475, b=0, c=25, d=46}
11: dec d      {a=479005475, b=0, c=25, d=45}
9: jnz d -2   {a=479005475, b=0, c=25, d=45}
10: inc a      {a=479005476, b=0, c=25, d=45}
11: dec d      {a=479005476, b=0, c=25, d=44}
9: jnz d -2   {a=479005476, b=0, c=25, d=44}
10: inc a      {a=479005477, b=0, c=25, d=44}
11: dec d      {a=479005477, b=0, c=25, d=43}
9: jnz d -2   {a=479005477, b=0, c=25, d=43}
10: inc a      {a=479005478, b=0, c=25, d=43}
11: dec d      {a=479005478, b=0, c=25, d=42}
9: jnz d -2   {a=479005478, b=0, c=25, d=42}
10: inc a      {a=479005479, b=0, c=25, d=42}
11: dec d      {a=479005479, b=0, c=25, d=41}
9: jnz d -2   {a=479005479, b=0, c=25, d=41}
10: inc a      {a=479005480, b=0, c=25, d=41}
11: dec d      {a=479005480, b=0, c=25, d=40}
9: jnz d -2   {a=479005480, b=0, c=25, d=40}
10: inc a      {a=479005481, b=0, c=25, d=40}
11: dec d      {a=479005481, b=0, c=25, d=39}
9: jnz d -2   {a=479005481, b=0, c=25, d=39}
10: inc a      {a=479005482, b=0, c=25, d=39}
11: dec d      {a=479005482, b=0, c=25, d=38}
9: jnz d -2   {a=479005482, b=0, c=25, d=38}
10: inc a      {a=479005483, b=0, c=25, d=38}
11: dec d      {a=479005483, b=0, c=25, d=37}
9: jnz d -2   {a=479005483, b=0, c=25, d=37}
10: inc a      {a=479005484, b=0, c=25, d=37}
11: dec d      {a=479005484, b=0, c=25, d=36}
9: jnz d -2   {a=479005484, b=0, c=25, d=36}
10: inc a      {a=479005485, b=0, c=25, d=36}
11: dec d      {a=479005485, b=0, c=25, d=35}
9: jnz d -2   {a=479005485, b=0, c=25, d=35}
10: inc a      {a=479005486, b=0, c=25, d=35}
11: dec d      {a=479005486, b=0, c=25, d=34}
9: jnz d -2   {a=479005486, b=0, c=25, d=34}
10: inc a      {a=479005487, b=0, c=25, d=34}
11: dec d      {a=479005487, b=0, c=25, d=33}
9: jnz d -2   {a=479005487, b=0, c=25, d=33}
10: inc a      {a=479005488, b=0, c=25, d=33}
11: dec d      {a=479005488, b=0, c=25, d=32}
9: jnz d -2   {a=479005488, b=0, c=25, d=32}
10: inc a      {a=479005489, b=0, c=25, d=32}
11: dec d      {a=479005489, b=0, c=25, d=31}
9: jnz d -2   {a=479005489, b=0, c=25, d=31}
10: inc a      {a=479005490, b=0, c=25, d=31}
11: dec d      {a=479005490, b=0, c=25, d=30}
9: jnz d -2   {a=479005490, b=0, c=25, d=30}
10: inc a      {a=479005491, b=0, c=25, d=30}
11: dec d      {a=479005491, b=0, c=25, d=29}
9: jnz d -2   {a=479005491, b=0, c=25, d=29}
10: inc a      {a=479005492, b=0, c=25, d=29}
11: dec d      {a=479005492, b=0, c=25, d=28}
9: jnz d -2   {a=479005492, b=0, c=25, d=28}
10: inc a      {a=479005493, b=0, c=25, d=28}
11: dec d      {a=479005493, b=0, c=25, d=27}
9: jnz d -2   {a=479005493, b=0, c=25, d=27}
10: inc a      {a=479005494, b=0, c=25, d=27}
11: dec d      {a=479005494, b=0, c=25, d=26}
9: jnz d -2   {a=479005494, b=0, c=25, d=26}
10: inc a      {a=479005495, b=0, c=25, d=26}
11: dec d      {a=479005495, b=0, c=25, d=25}
9: jnz d -2   {a=479005495, b=0, c=25, d=25}
10: inc a      {a=479005496, b=0, c=25, d=25}
11: dec d      {a=479005496, b=0, c=25, d=24}
9: jnz d -2   {a=479005496, b=0, c=25, d=24}
10: inc a      {a=479005497, b=0, c=25, d=24}
11: dec d      {a=479005497, b=0, c=25, d=23}
9: jnz d -2   {a=479005497, b=0, c=25, d=23}
10: inc a      {a=479005498, b=0, c=25, d=23}
11: dec d      {a=479005498, b=0, c=25, d=22}
9: jnz d -2   {a=479005498, b=0, c=25, d=22}
10: inc a      {a=479005499, b=0, c=25, d=22}
11: dec d      {a=479005499, b=0, c=25, d=21}
9: jnz d -2   {a=479005499, b=0, c=25, d=21}
10: inc a      {a=479005500, b=0, c=25, d=21}
11: dec d      {a=479005500, b=0, c=25, d=20}
9: jnz d -2   {a=479005500, b=0, c=25, d=20}
10: inc a      {a=479005501, b=0, c=25, d=20}
11: dec d      {a=479005501, b=0, c=25, d=19}
9: jnz d -2   {a=479005501, b=0, c=25, d=19}
10: inc a      {a=479005502, b=0, c=25, d=19}
11: dec d      {a=479005502, b=0, c=25, d=18}
9: jnz d -2   {a=479005502, b=0, c=25, d=18}
10: inc a      {a=479005503, b=0, c=25, d=18}
11: dec d      {a=479005503, b=0, c=25, d=17}
9: jnz d -2   {a=479005503, b=0, c=25, d=17}
10: inc a      {a=479005504, b=0, c=25, d=17}
11: dec d      {a=479005504, b=0, c=25, d=16}
9: jnz d -2   {a=479005504, b=0, c=25, d=16}
10: inc a      {a=479005505, b=0, c=25, d=16}
11: dec d      {a=479005505, b=0, c=25, d=15}
9: jnz d -2   {a=479005505, b=0, c=25, d=15}
10: inc a      {a=479005506, b=0, c=25, d=15}
11: dec d      {a=479005506, b=0, c=25, d=14}
9: jnz d -2   {a=479005506, b=0, c=25, d=14}
10: inc a      {a=479005507, b=0, c=25, d=14}
11: dec d      {a=479005507, b=0, c=25, d=13}
9: jnz d -2   {a=479005507, b=0, c=25, d=13}
10: inc a      {a=479005508, b=0, c=25, d=13}
11: dec d      {a=479005508, b=0, c=25, d=12}
9: jnz d -2   {a=479005508, b=0, c=25, d=12}
10: inc a      {a=479005509, b=0, c=25, d=12}
11: dec d      {a=479005509, b=0, c=25, d=11}
9: jnz d -2   {a=479005509, b=0, c=25, d=11}
10: inc a      {a=479005510, b=0, c=25, d=11}
11: dec d      {a=479005510, b=0, c=25, d=10}
9: jnz d -2   {a=479005510, b=0, c=25, d=10}
10: inc a      {a=479005511, b=0, c=25, d=10}
11: dec d      {a=479005511, b=0, c=25, d=9}
9: jnz d -2   {a=479005511, b=0, c=25, d=9}
10: inc a      {a=479005512, b=0, c=25, d=9}
11: dec d      {a=479005512, b=0, c=25, d=8}
9: jnz d -2   {a=479005512, b=0, c=25, d=8}
10: inc a      {a=479005513, b=0, c=25, d=8}
11: dec d      {a=479005513, b=0, c=25, d=7}
9: jnz d -2   {a=479005513, b=0, c=25, d=7}
10: inc a      {a=479005514, b=0, c=25, d=7}
11: dec d      {a=479005514, b=0, c=25, d=6}
9: jnz d -2   {a=479005514, b=0, c=25, d=6}
10: inc a      {a=479005515, b=0, c=25, d=6}
11: dec d      {a=479005515, b=0, c=25, d=5}
9: jnz d -2   {a=479005515, b=0, c=25, d=5}
10: inc a      {a=479005516, b=0, c=25, d=5}
11: dec d      {a=479005516, b=0, c=25, d=4}
9: jnz d -2   {a=479005516, b=0, c=25, d=4}
10: inc a      {a=479005517, b=0, c=25, d=4}
11: dec d      {a=479005517, b=0, c=25, d=3}
9: jnz d -2   {a=479005517, b=0, c=25, d=3}
10: inc a      {a=479005518, b=0, c=25, d=3}
11: dec d      {a=479005518, b=0, c=25, d=2}
9: jnz d -2   {a=479005518, b=0, c=25, d=2}
10: inc a      {a=479005519, b=0, c=25, d=2}
11: dec d      {a=479005519, b=0, c=25, d=1}
9: jnz d -2   {a=479005519, b=0, c=25, d=1}
10: inc a      {a=479005520, b=0, c=25, d=1}
11: dec d      {a=479005520, b=0, c=25, d=0}
12: jnz d -2   {a=479005520, b=0, c=25, d=0}
13: dec c      {a=479005520, b=0, c=24, d=0}
8: jnz c -5   {a=479005520, b=0, c=24, d=0}
9: cpy 80 d   {a=479005520, b=0, c=24, d=80}
10: inc a      {a=479005521, b=0, c=24, d=80}
11: dec d      {a=479005521, b=0, c=24, d=79}
9: jnz d -2   {a=479005521, b=0, c=24, d=79}
10: inc a      {a=479005522, b=0, c=24, d=79}
11: dec d      {a=479005522, b=0, c=24, d=78}
9: jnz d -2   {a=479005522, b=0, c=24, d=78}
10: inc a      {a=479005523, b=0, c=24, d=78}
11: dec d      {a=479005523, b=0, c=24, d=77}
9: jnz d -2   {a=479005523, b=0, c=24, d=77}
10: inc a      {a=479005524, b=0, c=24, d=77}
11: dec d      {a=479005524, b=0, c=24, d=76}
9: jnz d -2   {a=479005524, b=0, c=24, d=76}
10: inc a      {a=479005525, b=0, c=24, d=76}
11: dec d      {a=479005525, b=0, c=24, d=75}
9: jnz d -2   {a=479005525, b=0, c=24, d=75}
10: inc a      {a=479005526, b=0, c=24, d=75}
11: dec d      {a=479005526, b=0, c=24, d=74}
9: jnz d -2   {a=479005526, b=0, c=24, d=74}
10: inc a      {a=479005527, b=0, c=24, d=74}
11: dec d      {a=479005527, b=0, c=24, d=73}
9: jnz d -2   {a=479005527, b=0, c=24, d=73}
10: inc a      {a=479005528, b=0, c=24, d=73}
11: dec d      {a=479005528, b=0, c=24, d=72}
9: jnz d -2   {a=479005528, b=0, c=24, d=72}
10: inc a      {a=479005529, b=0, c=24, d=72}
11: dec d      {a=479005529, b=0, c=24, d=71}
9: jnz d -2   {a=479005529, b=0, c=24, d=71}
10: inc a      {a=479005530, b=0, c=24, d=71}
11: dec d      {a=479005530, b=0, c=24, d=70}
9: jnz d -2   {a=479005530, b=0, c=24, d=70}
10: inc a      {a=479005531, b=0, c=24, d=70}
11: dec d      {a=479005531, b=0, c=24, d=69}
9: jnz d -2   {a=479005531, b=0, c=24, d=69}
10: inc a      {a=479005532, b=0, c=24, d=69}
11: dec d      {a=479005532, b=0, c=24, d=68}
9: jnz d -2   {a=479005532, b=0, c=24, d=68}
10: inc a      {a=479005533, b=0, c=24, d=68}
11: dec d      {a=479005533, b=0, c=24, d=67}
9: jnz d -2   {a=479005533, b=0, c=24, d=67}
10: inc a      {a=479005534, b=0, c=24, d=67}
11: dec d      {a=479005534, b=0, c=24, d=66}
9: jnz d -2   {a=479005534, b=0, c=24, d=66}
10: inc a      {a=479005535, b=0, c=24, d=66}
11: dec d      {a=479005535, b=0, c=24, d=65}
9: jnz d -2   {a=479005535, b=0, c=24, d=65}
10: inc a      {a=479005536, b=0, c=24, d=65}
11: dec d      {a=479005536, b=0, c=24, d=64}
9: jnz d -2   {a=479005536, b=0, c=24, d=64}
10: inc a      {a=479005537, b=0, c=24, d=64}
11: dec d      {a=479005537, b=0, c=24, d=63}
9: jnz d -2   {a=479005537, b=0, c=24, d=63}
10: inc a      {a=479005538, b=0, c=24, d=63}
11: dec d      {a=479005538, b=0, c=24, d=62}
9: jnz d -2   {a=479005538, b=0, c=24, d=62}
10: inc a      {a=479005539, b=0, c=24, d=62}
11: dec d      {a=479005539, b=0, c=24, d=61}
9: jnz d -2   {a=479005539, b=0, c=24, d=61}
10: inc a      {a=479005540, b=0, c=24, d=61}
11: dec d      {a=479005540, b=0, c=24, d=60}
9: jnz d -2   {a=479005540, b=0, c=24, d=60}
10: inc a      {a=479005541, b=0, c=24, d=60}
11: dec d      {a=479005541, b=0, c=24, d=59}
9: jnz d -2   {a=479005541, b=0, c=24, d=59}
10: inc a      {a=479005542, b=0, c=24, d=59}
11: dec d      {a=479005542, b=0, c=24, d=58}
9: jnz d -2   {a=479005542, b=0, c=24, d=58}
10: inc a      {a=479005543, b=0, c=24, d=58}
11: dec d      {a=479005543, b=0, c=24, d=57}
9: jnz d -2   {a=479005543, b=0, c=24, d=57}
10: inc a      {a=479005544, b=0, c=24, d=57}
11: dec d      {a=479005544, b=0, c=24, d=56}
9: jnz d -2   {a=479005544, b=0, c=24, d=56}
10: inc a      {a=479005545, b=0, c=24, d=56}
11: dec d      {a=479005545, b=0, c=24, d=55}
9: jnz d -2   {a=479005545, b=0, c=24, d=55}
10: inc a      {a=479005546, b=0, c=24, d=55}
11: dec d      {a=479005546, b=0, c=24, d=54}
9: jnz d -2   {a=479005546, b=0, c=24, d=54}
10: inc a      {a=479005547, b=0, c=24, d=54}
11: dec d      {a=479005547, b=0, c=24, d=53}
9: jnz d -2   {a=479005547, b=0, c=24, d=53}
10: inc a      {a=479005548, b=0, c=24, d=53}
11: dec d      {a=479005548, b=0, c=24, d=52}
9: jnz d -2   {a=479005548, b=0, c=24, d=52}
10: inc a      {a=479005549, b=0, c=24, d=52}
11: dec d      {a=479005549, b=0, c=24, d=51}
9: jnz d -2   {a=479005549, b=0, c=24, d=51}
10: inc a      {a=479005550, b=0, c=24, d=51}
11: dec d      {a=479005550, b=0, c=24, d=50}
9: jnz d -2   {a=479005550, b=0, c=24, d=50}
10: inc a      {a=479005551, b=0, c=24, d=50}
11: dec d      {a=479005551, b=0, c=24, d=49}
9: jnz d -2   {a=479005551, b=0, c=24, d=49}
10: inc a      {a=479005552, b=0, c=24, d=49}
11: dec d      {a=479005552, b=0, c=24, d=48}
9: jnz d -2   {a=479005552, b=0, c=24, d=48}
10: inc a      {a=479005553, b=0, c=24, d=48}
11: dec d      {a=479005553, b=0, c=24, d=47}
9: jnz d -2   {a=479005553, b=0, c=24, d=47}
10: inc a      {a=479005554, b=0, c=24, d=47}
11: dec d      {a=479005554, b=0, c=24, d=46}
9: jnz d -2   {a=479005554, b=0, c=24, d=46}
10: inc a      {a=479005555, b=0, c=24, d=46}
11: dec d      {a=479005555, b=0, c=24, d=45}
9: jnz d -2   {a=479005555, b=0, c=24, d=45}
10: inc a      {a=479005556, b=0, c=24, d=45}
11: dec d      {a=479005556, b=0, c=24, d=44}
9: jnz d -2   {a=479005556, b=0, c=24, d=44}
10: inc a      {a=479005557, b=0, c=24, d=44}
11: dec d      {a=479005557, b=0, c=24, d=43}
9: jnz d -2   {a=479005557, b=0, c=24, d=43}
10: inc a      {a=479005558, b=0, c=24, d=43}
11: dec d      {a=479005558, b=0, c=24, d=42}
9: jnz d -2   {a=479005558, b=0, c=24, d=42}
10: inc a      {a=479005559, b=0, c=24, d=42}
11: dec d      {a=479005559, b=0, c=24, d=41}
9: jnz d -2   {a=479005559, b=0, c=24, d=41}
10: inc a      {a=479005560, b=0, c=24, d=41}
11: dec d      {a=479005560, b=0, c=24, d=40}
9: jnz d -2   {a=479005560, b=0, c=24, d=40}
10: inc a      {a=479005561, b=0, c=24, d=40}
11: dec d      {a=479005561, b=0, c=24, d=39}
9: jnz d -2   {a=479005561, b=0, c=24, d=39}
10: inc a      {a=479005562, b=0, c=24, d=39}
11: dec d      {a=479005562, b=0, c=24, d=38}
9: jnz d -2   {a=479005562, b=0, c=24, d=38}
10: inc a      {a=479005563, b=0, c=24, d=38}
11: dec d      {a=479005563, b=0, c=24, d=37}
9: jnz d -2   {a=479005563, b=0, c=24, d=37}
10: inc a      {a=479005564, b=0, c=24, d=37}
11: dec d      {a=479005564, b=0, c=24, d=36}
9: jnz d -2   {a=479005564, b=0, c=24, d=36}
10: inc a      {a=479005565, b=0, c=24, d=36}
11: dec d      {a=479005565, b=0, c=24, d=35}
9: jnz d -2   {a=479005565, b=0, c=24, d=35}
10: inc a      {a=479005566, b=0, c=24, d=35}
11: dec d      {a=479005566, b=0, c=24, d=34}
